hr,arr
69,false
72,false
70,false
72,false
71,false
68,false
67,false
69,false
66,true
67,false
66,false
67,false
68,false
66,false
67,false
65,false
66,false
64,false
66,false
64,false
65,false
67,false
67,false
67,false
68,false
65,false
64,false
63,false
63,false
64,false
65,false
65,false
64,false
63,false
66,false
67,false
66,false
68,false
66,false
65,false
67,false
67,false
66,false
66,false
64,false
65,false
65,false
65,false
66,false
64,false
65,false
64,false
64,false
64,false
64,false
66,false
65,false
65,false
67,false
66,false
68,false
65,false
65,false
66,false
66,false
68,false
71,false
69,false
68,false
70,false
71,false
70,false
72,true
70,true
67,false
68,false
70,false
70,false
70,false
69,false
70,false
70,false
72,false
71,false
73,false
72,false
75,false
74,false
74,false
72,false
72,false
73,false
71,false
73,false
74,false
71,false
72,false
74,true
74,false
75,false
73,false
73,false
76,true
77,false
77,false
73,false
72,true
71,false
75,false
73,false
71,false
72,false
72,false
72,false
72,false
74,false
74,false
75,false
74,false
77,false
79,false
80,false
77,false
78,false
81,false
83,false
83,false
85,false
85,false
84,false
83,false
82,false
81,false
81,false
79,false
79,false
79,false
79,false
78,false
78,false
78,false
77,false
77,false
79,false
77,false
76,false
77,false
78,false
78,false
79,false
79,false
78,false
78,false
77,false
75,false
77,false
76,false
76,false
77,false
78,false
78,false
78,false
78,false
78,false
78,false
78,false
78,false
77,false
77,false
76,false
77,false
76,false
77,false
76,false
76,false
76,false
76,false
77,false
76,false
76,false
76,false
77,false
77,false
76,false
75,false
75,false
74,false
75,false
77,false
75,false
75,false
77,false
75,false
74,false
71,false
73,false
74,false
76,false
74,false
74,false
71,false
70,false
70,false
69,false
70,false
71,false
71,false
71,false
69,false
70,false
70,false
71,false
69,false
70,false
71,false
71,false
69,false
70,false
70,false
69,false
71,false
71,false
73,false
72,false
71,false
69,false
69,false
70,false
70,false
70,false
70,false
69,false
70,false
70,false
70,false
71,false
70,false
70,false
69,false
70,false
70,false
70,false
72,false
71,false
72,false
71,false
69,false
69,false
72,false
74,false
72,false
72,false
69,false
68,false
67,false
67,false
67,false
69,false
68,false
68,false
67,false
67,false
66,false
67,false
66,false
66,false
68,false
65,false
66,false
65,false
66,false
66,false
67,false
65,false
65,false
65,false
66,false
66,false
68,false
66,false
66,false
67,false
67,false
65,false
66,false
65,false
65,false
64,false
64,false
65,false
66,false
70,false
66,false
66,false
67,false
65,false
64,false
66,false
64,false
65,false
66,false
66,false
65,false
66,false
65,false
65,false
64,false
65,false
64,false
64,false
67,false
64,false
64,false
64,false
63,false
64,false
64,false
64,false
64,false
64,false
63,false
63,false
64,false
63,false
64,false
65,false
64,false
64,false
65,false
64,false
65,false
64,false
62,false
64,false
63,false
80,false
109,false
117,false
112,false
104,false
106,false
114,false
105,false
104,false
102,false
108,false
108,false
110,false
99,false
98,false
101,false
104,false
100,false
100,false
97,false
99,false
100,false
98,false
98,false
94,false
100,false
100,false
98,false
96,false
96,false
95,false
95,false
96,false
98,false
98,false
99,false
98,false
96,false
96,false
105,false
99,false
95,false
96,false
94,false
94,false
101,false
96,false
98,false
89,false
94,false
94,false
90,false
90,false
96,false
90,false
96,false
70,false
62,false
63,false
65,false
66,false
65,false
65,false
65,false
62,false
64,false
64,false
62,false
64,false
66,false
65,false
63,false
64,false
64,false
63,false
62,false
63,false
63,false
66,false
61,false
62,false
63,false
63,false
63,false
64,false
66,false
64,false
63,false
65,false
64,false
64,false
64,false
65,false
66,false
64,false
64,false
62,false
64,false
62,false
64,false
64,false
62,false
62,false
64,false
65,false
64,false
65,false
66,true
62,false
61,false
64,false
65,false
65,false
63,false
64,false
63,false
65,false
67,true
63,false
64,false
71,false
72,false
66,false
64,false
66,false
67,false
61,false
63,false
63,false
60,false
63,false
63,false
63,false
61,false
63,false
63,false
64,false
62,false
62,false
63,false
63,false
63,false
62,false
61,false
62,false
62,false
62,false
62,false
62,false
62,false
63,false
61,false
63,true
61,false
63,false
63,false
63,false
62,false
63,false
57,false
59,false
61,false
59,false
60,false
60,false
60,false
61,false
61,false
61,false
62,false
58,false
60,false
62,false
59,false
60,false
61,false
59,false
60,false
61,false
58,false
61,false
63,false
58,false
60,false
61,false
60,false
63,false
57,false
59,false
63,false
56,false
58,false
60,false
57,false
59,false
63,false
57,false
58,false
61,false
56,false
60,false
61,false
56,false
61,false
58,false
56,false
61,false
58,false
57,false
61,false
58,false
60,false
61,false
57,false
59,false
59,false
57,false
58,false
59,false
56,false
57,false
59,false
57,false
59,false
60,false
58,false
61,false
57,false
58,false
58,false
59,false
57,false
58,false
60,false
58,false
59,false
59,false
60,false
60,false
59,false
57,false
58,false
58,false
58,false
60,false
57,false
58,false
60,false
58,false
57,false
58,false
